,bgn_utm,bulan,presipitasi,sm_smap,tmin,tmax,t,swr,et_era5,irrigation + pres,Provinsi,irigasi
4420,D.I. Pamukkulu,2021-05,81.72,0.39129032258064517,24.52806451612906,29.818387096774217,26.906129032258082,534055934.68,115.98,252.09192548839104,Sulawesi Selatan,170.37192548839104
4423,D.I. Pamukkulu,2021-08,17.009999999999998,0.30258064516129035,23.97903225806454,30.36709677419357,26.882258064516158,573025878.95,114.09,136.7255442332655,Sulawesi Selatan,119.71554423326552
4435,D.I. Pamukkulu,2022-08,7.39,0.32838709677419353,23.78838709677422,29.933548387096792,26.55387096774196,589581021.16,117.1,152.78170223005267,Sulawesi Selatan,145.3917022300527
4444,D.I. Pandanduri-Swangi,2021-05,22.12,0.42129032258064514,23.921612903225828,30.455161290322604,26.87774193548389,636022224.8199999,95.6,148.56702407271314,Nusa Tenggara Barat,126.44702407271313
4446,D.I. Pandanduri-Swangi,2021-07,15.419999999999998,0.38967741935483874,22.58483870967744,29.52677419354841,25.669677419354866,614525539.09,70.41,131.675662343543,Nusa Tenggara Barat,116.255662343543
4447,D.I. Pandanduri-Swangi,2021-08,9.629999999999999,0.36,23.15064516129034,29.817096774193573,26.01838709677422,658979609.96,67.16,125.15814106151502,Nusa Tenggara Barat,115.52814106151503
4455,D.I. Pandanduri-Swangi,2022-04,58.6,0.42733333333333334,24.138333333333357,29.825666666666688,26.66100000000002,638794619.42,141.71,147.88172878908432,Nusa Tenggara Barat,89.28172878908433
4458,D.I. Pandanduri-Swangi,2022-07,20.85,0.37516129032258067,22.58290322580648,28.963225806451636,25.447741935483897,609633099.49,93.44,127.728381247244,Nusa Tenggara Barat,106.878381247244
4459,D.I. Pandanduri-Swangi,2022-08,10.309999999999999,0.3806451612903226,23.21129032258067,29.979354838709703,26.108064516129062,661258934.4300001,72.2,141.94407435507082,Nusa Tenggara Barat,131.63407435507082
4479,D.I. Pante Lhong,2022-04,47.82,0.32266666666666666,23.86833333333336,29.01066666666669,26.090000000000025,572179006.02,133.63,140.25729728871752,Aceh,92.43729728871753
4489,D.I. Panti Rao,2021-02,99.75,0.3439285714285715,19.801785714285735,27.08821428571431,22.906785714285743,535846548.29,116.36,252.3891331639642,Sumatera Barat,152.6391331639642
4541,D.I. Paya Sordang,2021-06,90.97,0.319,20.182666666666687,27.124333333333357,23.077333333333357,507814443.37,118.64999999999999,231.52343308121027,Sumatera Utara,140.55343308121027
4542,D.I. Paya Sordang,2021-07,80.67999999999999,0.30096774193548387,19.865161290322604,27.103870967741955,22.968064516129058,524406564.67,117.72,210.28233579996672,Sumatera Utara,129.60233579996674
4564,D.I. Pekalen,2021-05,48.739999999999995,0.3435483870967742,24.23129032258067,29.457419354838734,26.723548387096788,569249288.94,115.86,154.45575296079994,Jawa Timur,105.71575296079995
4566,D.I. Pekalen,2021-07,25.39,0.30516129032258066,22.757741935483892,29.06903225806454,25.714193548387122,572844506.77,111.28,114.61572497090906,Jawa Timur,89.22572497090906
4567,D.I. Pekalen,2021-08,19.13,0.25935483870967746,23.749032258064542,29.479032258064535,26.23774193548389,587189199.94,100.96,94.56314508430555,Jawa Timur,75.43314508430555
4578,D.I. Pekalen,2022-07,28.15,0.32451612903225807,23.10870967741938,28.447419354838736,25.546129032258087,525618570.5,115.75,129.1110815484263,Jawa Timur,100.96108154842631
4579,D.I. Pekalen,2022-08,18.84,0.2867741935483871,23.340322580645182,29.088709677419377,25.90677419354841,577686853.34,118.84,111.20621429673102,Jawa Timur,92.36621429673102
4580,D.I. Pekalen,2022-09,32.18,0.26,24.38433333333336,29.868333333333354,26.693000000000026,509903544.12,116.96,95.59188384420261,Jawa Timur,63.41188384420261
4588,D.I. Pelaparado,2021-05,40.31,0.33161290322580644,23.38419354838712,29.02161290322583,25.80451612903228,626736538.79,103.39,128.6907552350036,Nusa Tenggara Barat,88.38075523500359
4590,D.I. Pelaparado,2021-07,23.8,0.24774193548387097,22.16225806451615,29.155161290322603,25.166451612903252,613072732.74,60.39,85.98070140436171,Nusa Tenggara Barat,62.18070140436171
4591,D.I. Pelaparado,2021-08,12.190000000000001,0.22741935483870968,22.702580645161316,29.976129032258086,25.83677419354841,675869670.91,57.04,80.71968397654229,Nusa Tenggara Barat,68.52968397654229
4592,D.I. Pelaparado,2021-09,28.5,0.2326666666666667,23.463000000000026,30.407666666666703,26.298333333333353,700591813.12,63.96,88.15216077830713,Nusa Tenggara Barat,59.652160778307135
4602,D.I. Pelaparado,2022-07,30.05,0.27,22.161612903225834,28.01064516129035,24.63000000000002,597713148.51,90.12,92.1560443458096,Nusa Tenggara Barat,62.10604434580961
4603,D.I. Pelaparado,2022-08,12.24,0.26387096774193547,22.37225806451615,29.537096774193575,25.456774193548412,662528226.8,64.14,101.16873130465304,Nusa Tenggara Barat,88.92873130465304
4614,D.I. Pemali,2021-07,27.2,0.29193548387096774,23.494838709677442,30.18193548387099,26.5093548387097,577868039.87,117.22,132.46072473875026,Jawa Tengah,105.26072473875026
4636,D.I. Pengga,2021-05,40.28,0.25129032258064515,24.23161290322583,30.292580645161312,26.88290322580647,623394782.95,97.82,194.31320601990805,Nusa Tenggara Barat,154.03320601990805
4638,D.I. Pengga,2021-07,34.7,0.2296774193548387,23.06387096774196,29.131935483870986,25.558387096774222,604105839.73,98.55,151.22509355544292,Nusa Tenggara Barat,116.52509355544292
4639,D.I. Pengga,2021-08,13.18,0.21419354838709675,23.47225806451615,30.096451612903255,26.24483870967745,650085560.4300001,68.19,130.29798955992857,Nusa Tenggara Barat,117.11798955992856
4650,D.I. Pengga,2022-07,50.1,0.22516129032258067,23.061612903225832,28.418387096774214,25.279354838709704,596565954.06,119.46,146.33541546205922,Nusa Tenggara Barat,96.23541546205922
4651,D.I. Pengga,2022-08,22.130000000000003,0.2335483870967742,23.19096774193551,29.15193548387099,25.70225806451616,642571654.33,106.17,168.53754648740102,Nusa Tenggara Barat,146.40754648740102
4657,D.I. Perkotaan,2021-02,62.42,0.6707142857142857,23.845000000000027,29.326071428571453,26.58928571428574,602222149.0,131.97,212.1779723554733,Sumatera Utara,149.75797235547327
4686,D.I. Pesantren Kletak,2021-07,43.580000000000005,0.2996774193548387,23.314838709677442,29.413548387096792,26.33387096774196,583051030.88,122.49,150.91563507590828,Jawa Tengah,107.33563507590827
4756,D.I. Pondok Waluh,2021-05,37.47,0.2161290322580645,23.445483870967763,28.799032258064546,25.96903225806454,555550659.6899999,99.17999999999999,100.58505403495826,Jawa Timur,63.11505403495826
4758,D.I. Pondok Waluh,2021-07,29.9,0.20129032258064516,21.791612903225833,27.534838709677437,24.5993548387097,548159644.8100001,99.83,87.45648734098741,Jawa Timur,57.55648734098741
4759,D.I. Pondok Waluh,2021-08,28.85,0.17870967741935484,22.415806451612927,27.405161290322603,24.642580645161313,556501357.36,95.61,75.72559753914625,Jawa Timur,46.87559753914625
4770,D.I. Pondok Waluh,2022-07,22.0,0.24096774193548387,22.19225806451615,27.043225806451638,24.497096774193572,503609488.56,100.36,125.04546139571896,Jawa Timur,103.04546139571896
4771,D.I. Pondok Waluh,2022-08,32.12,0.2129032258064516,22.122258064516153,27.29612903225809,24.550645161290348,547304285.54,98.38,103.52707271388681,Jawa Timur,71.4070727138868
4806,D.I. Porolinggo,2021-07,56.15,0.267741935483871,20.225483870967764,27.26903225806454,23.440000000000023,583189993.47,85.33,227.50693164949197,Jawa Timur,171.35693164949197
4807,D.I. Porolinggo,2021-08,58.980000000000004,0.2587096774193548,20.71387096774195,26.943225806451636,23.468064516129054,606289915.36,96.41,207.3305646463137,Jawa Timur,148.35056464631367
4818,D.I. Porolinggo,2022-07,45.43,0.2709677419354839,20.576129032258088,26.238064516129057,23.159032258064535,554832967.44,111.26,233.74451892293774,Jawa Timur,188.31451892293774
4819,D.I. Porolinggo,2022-08,66.55,0.26225806451612904,20.420967741935506,26.862580645161316,23.34677419354841,594842476.47,102.47,215.1404350998428,Jawa Timur,148.5904350998428
4820,D.I. Porolinggo,2022-09,72.48,0.25,21.22000000000002,27.40466666666669,23.920666666666687,643215260.2,113.5,186.90924206362044,Jawa Timur,114.42924206362044
4828,D.I. Pota,2021-05,41.57,0.3003225806451613,19.773870967741953,26.97419354838712,22.805806451612924,566347778.27,109.57,146.25602918037296,Nusa Tenggara Timur,104.68602918037297
4829,D.I. Pota,2021-06,32.349999999999994,0.25066666666666665,19.760000000000026,27.229333333333354,22.85900000000002,512378479.13,86.32,99.058637172,Nusa Tenggara Timur,66.70863717200001
4832,D.I. Pota,2021-09,28.06,0.2036666666666667,19.939333333333355,27.798333333333353,23.12233333333335,612417557.52,103.58,75.23804077697679,Nusa Tenggara Timur,47.178040776976786
4840,D.I. Pota,2022-05,83.65,0.33838709677419354,20.370322580645187,26.752903225806474,22.96903225806454,564892120.51,120.05,210.28350154103123,Nusa Tenggara Timur,126.63350154103122
4843,D.I. Pota,2022-08,52.04,0.2809677419354839,18.472580645161315,26.676451612903254,21.973225806451637,632369892.34,116.83,135.26637007171425,Nusa Tenggara Timur,83.22637007171426
4878,"D.I. Progo Manggis-Kalibening
DI Progo Manggis",2021-07,31.23,0.3596774193548387,19.045161290322604,27.076774193548413,22.773870967741964,562139242.89,119.86,208.8166875707012,Jawa Tengah,177.5866875707012
4891,"D.I. Progo Manggis-Kalibening
DI Progo Manggis",2022-08,60.239999999999995,0.35806451612903223,19.72806451612906,26.84000000000002,22.757419354838735,554479860.76,119.67,215.87843254849687,Jawa Tengah,155.6384325484969
4900,D.I. Rababaka Kompleks,2021-05,23.07,0.35161290322580646,23.41967741935486,29.482258064516145,26.04032258064519,632332108.07,105.13,135.45726029213697,Nusa Tenggara Barat,112.38726029213697
4901,D.I. Rababaka Kompleks,2021-06,35.75,0.29266666666666663,23.37933333333336,29.955666666666694,26.175666666666697,569788402.76,71.69,104.85867585942219,Nusa Tenggara Barat,69.10867585942219
4902,D.I. Rababaka Kompleks,2021-07,10.98,0.2725806451612904,22.534193548387115,29.88419354838712,25.579354838709705,622164905.56,57.26,95.41028650667576,Nusa Tenggara Barat,84.43028650667576
4903,D.I. Rababaka Kompleks,2021-08,0.62,0.25129032258064515,22.90645161290325,30.628709677419376,26.16741935483873,680981339.98,55.49,89.43673145869744,Nusa Tenggara Barat,88.81673145869743
4904,D.I. Rababaka Kompleks,2021-09,37.49,0.25,23.559000000000022,30.906333333333357,26.51400000000002,699229567.66,68.96000000000001,94.68754408617491,Nusa Tenggara Barat,57.19754408617491
4912,D.I. Rababaka Kompleks,2022-05,46.81,0.36129032258064514,24.1435483870968,29.546774193548412,26.460967741935505,615527835.05,121.55,150.68465321745686,Nusa Tenggara Barat,103.87465321745685
4914,D.I. Rababaka Kompleks,2022-07,17.36,0.29129032258064513,22.420000000000023,28.99129032258066,25.177419354838737,605080454.12,78.42,101.30434150855861,Nusa Tenggara Barat,83.94434150855861
4915,D.I. Rababaka Kompleks,2022-08,0.72,0.2980645161290323,22.655161290322603,30.28451612903228,25.869354838709697,669874214.02,60.82,121.0699904859886,Nusa Tenggara Barat,120.3499904859886
4935,D.I. Rajui,2022-04,75.68,0.29900000000000004,23.65333333333335,28.484000000000027,25.83433333333336,544915171.51,123.74,200.419760005391,Aceh,124.73976000539099
4950,D.I. Rambut,2021-07,27.96,0.25709677419354837,23.85064516129034,30.18032258064519,26.909032258064528,583172866.76,111.01,117.84841781841868,Jawa Tengah,89.88841781841867
4996,D.I. Remening Kompleks,2021-05,40.15,0.15000000000000002,24.02161290322583,30.60806451612905,26.989354838709698,627023777.41,107.59,195.60202284432472,Nusa Tenggara Barat,155.45202284432472
4998,D.I. Remening Kompleks,2021-07,34.449999999999996,0.13774193548387098,22.786774193548407,29.375806451612924,25.54032258064519,609140414.01,118.16,167.027198628622,Nusa Tenggara Barat,132.577198628622
4999,D.I. Remening Kompleks,2021-08,18.0,0.13129032258064516,23.29129032258067,30.556451612903256,26.390322580645183,655310239.17,83.65,162.51797166677758,Nusa Tenggara Barat,144.51797166677758
5010,D.I. Remening Kompleks,2022-07,64.65,0.13548387096774195,22.822258064516152,28.81129032258067,25.365806451612926,602023970.94,131.53,164.67642615251884,Nusa Tenggara Barat,100.02642615251884
5011,D.I. Remening Kompleks,2022-08,27.38,0.14806451612903226,23.07483870967744,29.480322580645183,25.798387096774217,647794366.48,121.06,195.72417369347758,Nusa Tenggara Barat,168.3441736934776
5065,D.I. Rias,2021-02,81.57,0.8853571428571428,25.13107142857145,28.651428571428593,26.520357142857158,559083194.0,128.96,282.56193701831774,Kepulauan Bangka Belitung,200.99193701831774
5140,D.I. Sampean Baru,2021-05,33.57,0.37741935483870964,22.98967741935486,30.732580645161313,26.527741935483892,597880980.59,104.31,146.05293252277724,Jawa Timur,112.48293252277725
5142,D.I. Sampean Baru,2021-07,20.36,0.32935483870967747,21.736774193548406,31.273225806451638,26.04129032258067,606912942.02,69.8,118.55159675513218,Jawa Timur,98.19159675513218
5143,D.I. Sampean Baru,2021-08,14.89,0.29387096774193544,23.202580645161312,31.884838709677442,27.05677419354841,630725084.51,54.79,106.83836607722746,Jawa Timur,91.94836607722746
5154,D.I. Sampean Baru,2022-07,26.64,0.34838709677419355,22.1677419354839,30.00129032258066,25.632903225806484,573082394.19,108.83,125.3246946677378,Jawa Timur,98.6846946677378
5155,D.I. Sampean Baru,2022-08,19.240000000000002,0.317741935483871,22.686451612903248,31.027741935483892,26.451935483870994,617082075.15,79.54,118.62152665255687,Jawa Timur,99.38152665255686
5164,D.I. Sampean Lama,2021-05,27.950000000000003,0.33,23.222903225806466,30.067419354838737,26.37322580645164,598322159.35,107.01,158.94055846960825,Jawa Timur,130.99055846960823
5166,D.I. Sampean Lama,2021-07,18.8,0.2796774193548387,22.02258064516131,31.10193548387099,26.116451612903244,608040778.69,74.41,109.65261601609129,Jawa Timur,90.85261601609129
5167,D.I. Sampean Lama,2021-08,10.649999999999999,0.24354838709677418,23.1993548387097,31.617741935483895,26.99806451612906,632385908.25,60.41,91.83088446999625,Jawa Timur,81.18088446999624
5177,D.I. Sampean Lama,2022-06,59.37,0.3473333333333333,23.047333333333363,28.745333333333356,25.507000000000023,513579218.68,115.34,169.59402618754115,Jawa Timur,110.22402618754114
5178,D.I. Sampean Lama,2022-07,16.18,0.3032258064516129,22.381290322580668,29.47580645161292,25.551612903225827,573835699.44,113.74,128.4383040941456,Jawa Timur,112.25830409414559
5179,D.I. Sampean Lama,2022-08,14.879999999999999,0.27129032258064517,22.703225806451634,30.597096774193577,26.300000000000026,619716640.75,85.09,107.18170049422802,Jawa Timur,92.30170049422803
5286,D.I. Sedadi,2021-07,25.26,0.36677419354838714,22.1609677419355,32.49322580645164,26.962580645161314,609609362.6,108.86,138.41498157617346,Jawa Tengah,113.15498157617345
5298,D.I. Sedadi,2022-07,105.71000000000001,0.46838709677419355,22.16903225806453,30.681935483870994,26.035483870967763,587102930.04,120.54,269.38466090275324,Jawa Tengah,163.67466090275323
5299,D.I. Sedadi,2022-08,73.85,0.41516129032258065,23.000645161290354,32.32612903225809,27.185806451612926,643763259.57,110.5,188.91648028089935,Jawa Tengah,115.06648028089936
5329,D.I. Sei Belutu,2021-02,76.9,0.28178571428571425,22.93571428571431,29.826071428571453,26.371428571428595,606253026.45,128.71,206.81997020446698,Sumatera Utara,129.91997020446698
5353,D.I. Selingsing,2021-02,62.05,0.4282142857142857,25.518928571428596,28.601428571428592,26.860000000000024,605713217.11,156.19,206.26632003368934,Kepulauan Bangka Belitung,144.21632003368933
5382,D.I. Semen Krinjo,2021-07,29.2,0.3496774193548387,22.41967741935485,31.354193548387116,26.47258064516131,626729831.08,98.57,123.9070908189007,Jawa Tengah,94.7070908189007
5383,D.I. Semen Krinjo,2021-08,39.46,0.31129032258064515,23.315806451612932,32.66580645161292,27.434838709677443,689954291.4399999,64.41,117.565592288534,Jawa Tengah,78.10559228853401
5395,D.I. Semen Krinjo,2022-08,57.31,0.39741935483870966,22.830000000000023,31.173870967741955,26.52870967741937,671021615.22,102.75,161.86492203349408,Jawa Tengah,104.55492203349408
5406,D.I. Serayu,2021-07,56.21,0.3016129032258064,22.679032258064545,27.988064516129057,25.245483870967764,540695868.89,127.96,223.18029492198775,Jawa Tengah,166.97029492198774
5428,D.I. Setail Teknik,2021-05,69.12,0.22870967741935483,22.210000000000026,28.835483870967764,25.196451612903257,599868688.55,92.21,262.1913671250352,Jawa Timur,193.07136712503518
5430,D.I. Setail Teknik,2021-07,49.739999999999995,0.22193548387096773,21.033870967741958,27.5035483870968,23.927096774193572,587924727.47,81.92,247.03279302709376,Jawa Timur,197.29279302709375
5431,D.I. Setail Teknik,2021-08,57.61,0.21451612903225808,21.41225806451616,27.161290322580665,23.883225806451637,616170408.07,94.26,238.36390273685117,Jawa Timur,180.75390273685116
5442,D.I. Setail Teknik,2022-07,41.47,0.22129032258064518,21.18225806451615,26.522903225806473,23.585806451612925,564907721.39,108.78,244.07527235947353,Jawa Timur,202.60527235947353
5443,D.I. Setail Teknik,2022-08,58.07,0.21645161290322582,21.063870967741963,27.136774193548412,23.777741935483892,604876301.22,98.08,242.9126306736645,Jawa Timur,184.8426306736645
5444,D.I. Setail Teknik,2022-09,78.82,0.20633333333333334,21.854000000000024,27.765333333333363,24.377666666666695,654484837.02,108.58,229.54046150904895,Jawa Timur,150.72046150904896
5454,D.I. Seuseupan,2021-07,34.400000000000006,0.25612903225806455,23.477741935483895,30.72387096774196,26.616451612903248,571708049.25,110.83,173.44673098783986,Jawa Barat,139.04673098783985
5457,D.I. Seuseupan,2021-10,64.67,0.22903225806451613,24.614516129032282,32.005483870967765,27.45677419354841,561126201.18,84.36,164.1251225962458,Jawa Barat,99.4551225962458
5478,D.I. Sidorejo,2021-07,26.610000000000003,0.3190322580645161,21.995806451612932,32.384838709677446,26.894516129032283,607032375.2,112.24,137.748694378256,Jawa Tengah,111.138694378256
5491,D.I. Sidorejo,2022-08,61.730000000000004,0.3693548387096774,22.95451612903228,32.22483870967744,27.126451612903242,633485716.8,106.86,198.35138300858935,Jawa Tengah,136.62138300858936
5502,D.I. Sim,2021-07,30.18,0.3961290322580645,21.917096774193574,31.667096774193563,26.458064516129056,587396730.35,96.04,163.86016884610748,Jawa Timur,133.68016884610748
5503,D.I. Sim,2021-08,31.92,0.34419354838709676,23.036774193548414,32.65709677419357,27.26903225806453,618000907.98,59.93,131.7234710234525,Jawa Timur,99.8034710234525
5514,D.I. Sim,2022-07,57.459999999999994,0.42677419354838714,22.128064516129054,30.63548387096776,25.970000000000024,550816425.0,113.13,201.21887594842022,Jawa Timur,143.7588759484202
5515,D.I. Sim,2022-08,56.56,0.3987096774193548,22.573548387096796,31.49193548387099,26.48322580645164,602145012.04,105.88,177.7501693887852,Jawa Timur,121.1901693887852
5523,D.I. Siman,2021-04,95.99,0.257,21.525666666666684,29.267000000000028,25.06066666666669,566578858.27,119.83,279.7304407751305,Jawa Timur,183.74044077513048
5526,D.I. Siman,2021-07,23.39,0.16032258064516128,20.074838709677444,29.81870967741938,24.602258064516157,595875691.56,113.98,81.7572571407989,Jawa Timur,58.3672571407989
5527,D.I. Siman,2021-08,15.19,0.12258064516129032,21.1435483870968,30.33741935483873,25.242580645161315,618778244.62,108.71000000000001,52.81887265819298,Jawa Timur,37.62887265819298
5538,D.I. Siman,2022-07,44.160000000000004,0.1935483870967742,20.59129032258067,29.119032258064543,24.4693548387097,552759006.45,113.23,129.48370913562346,Jawa Timur,85.32370913562346
5539,D.I. Siman,2022-08,26.76,0.1664516129032258,21.087419354838737,29.85322580645164,24.971612903225825,603146111.7,117.46,99.5794229928897,Jawa Timur,72.8194229928897
5577,D.I. Singkoyo,2021-10,90.92999999999999,0.32451612903225807,24.433870967741957,28.78838709677422,26.684193548387125,609033442.51,138.58,241.24853214037137,Sulawesi Tengah,150.31853214037136
5598,D.I. Singomerto,2021-07,76.83,0.4496774193548387,20.74258064516131,27.2093548387097,23.81677419354841,536992130.31,114.47,273.8033994703078,Jawa Tengah,196.9733994703078
5625,D.I. Sinorang Ombolu,2021-10,80.92,0.33419354838709675,23.22225806451615,27.85161290322583,25.59161290322583,552539401.31,127.11,244.15854224058617,Sulawesi Tengah,163.23854224058618
5668,D.I. So'a,2021-05,24.27,0.25225806451612903,20.90709677419357,27.596451612903245,23.799677419354868,557930348.91,106.73,116.15362490881509,Nusa Tenggara Timur,91.8836249088151
5669,D.I. So'a,2021-06,16.92,0.20433333333333334,20.90733333333335,27.947666666666688,23.860333333333354,503870890.78000003,82.25,75.64053210438563,Nusa Tenggara Timur,58.720532104385626
5671,D.I. So'a,2021-08,10.53,0.1635483870967742,20.28290322580647,29.040967741935514,24.042903225806473,629318019.14,61.11,59.10314146045399,Nusa Tenggara Timur,48.57314146045399
5672,D.I. So'a,2021-09,1.9100000000000001,0.16,21.212333333333355,28.774000000000026,24.28866666666669,605755337.38,86.22,57.8009601018567,Nusa Tenggara Timur,55.890960101856706
5680,D.I. So'a,2022-05,44.61,0.2809677419354839,21.580967741935506,27.591935483870994,24.056774193548417,556105462.48,118.88,155.11806942145728,Nusa Tenggara Timur,110.50806942145728
5682,D.I. So'a,2022-07,36.7,0.24129032258064517,19.073870967741964,25.921612903225828,22.091290322580672,530163862.41,104.57,99.80112771575645,Nusa Tenggara Timur,63.10112771575645
5683,D.I. So'a,2022-08,18.4,0.22483870967741934,19.716129032258088,27.507096774193567,23.018709677419373,624361732.22,106.86,99.63998805547062,Nusa Tenggara Timur,81.23998805547063
5684,D.I. So'a,2022-09,11.719999999999999,0.21333333333333335,20.81100000000003,28.797666666666693,24.10566666666669,651863500.7,102.5,86.516287867432,Nusa Tenggara Timur,74.796287867432
5694,D.I. Sragi,2021-07,44.980000000000004,0.39322580645161287,22.71645161290325,29.49419354838712,25.988064516129054,572980742.94,120.32000000000001,226.26612788113488,Jawa Tengah,181.28612788113486
5713,D.I. Sungai Ular,2021-02,61.75,0.3110714285714286,22.714642857142884,29.65321428571431,26.15642857142859,609874700.9,123.17,190.212762594734,Sumatera Utara,128.462762594734
5724,D.I. Sungai Ular,2022-01,86.79,0.33677419354838706,22.708064516129053,28.893225806451632,25.5535483870968,550715099.94,124.46,256.62496501974294,Sumatera Utara,169.83496501974292
5742,D.I. Sungapan,2021-07,31.930000000000003,0.2770967741935484,23.703870967741956,29.862258064516155,26.611290322580665,583368070.1,110.27,130.17619364232647,Jawa Tengah,98.24619364232646
5766,D.I. Sungkur,2021-07,16.64,0.38612903225806455,21.4193548387097,28.95354838709679,24.797096774193573,540650301.59,100.83,154.7318351878863,Jawa Timur,138.09183518788632
5767,D.I. Sungkur,2021-08,10.17,0.3374193548387097,21.879354838709695,29.26903225806454,25.05548387096777,555630827.73,89.23,120.94515484768498,Jawa Timur,110.77515484768497
5768,D.I. Sungkur,2021-09,32.61,0.321,22.560000000000024,29.772000000000023,25.453666666666688,573593147.37,91.45,119.0065652638403,Jawa Timur,86.3965652638403
5778,D.I. Sungkur,2022-07,31.73,0.40419354838709676,21.647741935483893,28.558064516129054,24.721290322580675,510757739.82,100.3,171.80932863471153,Jawa Timur,140.07932863471154
5779,D.I. Sungkur,2022-08,38.52,0.3916129032258065,21.724838709677442,28.910645161290343,24.829354838709705,545642591.37,100.33,172.00058878520196,Jawa Timur,133.48058878520195
5780,D.I. Sungkur,2022-09,34.08,0.38666666666666666,22.692333333333355,29.137333333333356,25.294666666666686,568540444.5,105.51,159.6448405770021,Jawa Timur,125.5648405770021
5788,D.I. Surabaya,2021-05,35.96,0.4096774193548387,23.9693548387097,30.50322580645163,26.860967741935507,626432375.63,94.93,176.1367922809761,Nusa Tenggara Barat,140.1767922809761
5790,D.I. Surabaya,2021-07,24.55,0.38548387096774195,22.750967741935504,29.477419354838734,25.62387096774196,605097613.37,80.34,151.19331024297045,Nusa Tenggara Barat,126.64331024297046
5791,D.I. Surabaya,2021-08,12.280000000000001,0.3596774193548387,23.24548387096776,30.168709677419383,26.17322580645164,650073685.84,56.83,136.64830762096912,Nusa Tenggara Barat,124.36830762096912
5792,D.I. Surabaya,2021-09,41.15,0.3456666666666667,23.693333333333364,29.85600000000003,26.227333333333355,640053086.53,91.3,127.49424420057672,Nusa Tenggara Barat,86.34424420057672
5802,D.I. Surabaya,2022-07,33.47,0.3790322580645161,22.770967741935504,28.694516129032277,25.29806451612906,599425826.79,112.22,147.3007467277253,Nusa Tenggara Barat,113.83074672772531
5803,D.I. Surabaya,2022-08,15.86,0.38483870967741934,23.112258064516155,29.643548387096796,25.8735483870968,646382265.5,88.78,160.79215288879652,Nusa Tenggara Barat,144.9321528887965
5804,D.I. Surabaya,2022-09,46.3,0.3763333333333333,23.61333333333335,30.057666666666695,26.297000000000022,675927567.21,93.74,148.80779254666163,Nusa Tenggara Barat,102.50779254666163
5809,D.I. Susoh,2021-02,92.18,0.7424999999999999,21.375714285714306,28.365357142857164,24.935357142857164,597985111.96,123.9,243.99224965662827,Aceh,151.81224965662827
5847,D.I. Tabo Tabo,2022-04,111.14999999999999,0.382,25.431000000000022,28.639000000000024,27.05033333333336,579897395.41,127.02,279.65389816131267,Sulawesi Selatan,168.5038981613127
5851,D.I. Tabo Tabo,2022-08,55.230000000000004,0.3190322580645161,24.771290322580672,28.632903225806473,26.59483870967744,599743667.95,127.67,168.24310610757544,Sulawesi Selatan,113.01310610757544
5862,D.I. Tajum,2021-07,72.38,0.34774193548387095,21.82419354838712,28.031612903225827,24.813548387096798,536221452.56,118.41,211.11094817453494,Jawa Tengah,138.73094817453494
5898,D.I. Talang,2022-07,30.09,0.2335483870967742,21.344838709677443,27.24064516129035,24.110000000000024,512116992.84000003,104.01,125.62230267524338,Jawa Timur,95.53230267524337
5908,D.I. Tanah Raing,2021-05,30.59,0.34161290322580645,22.39322580645164,27.709354838709697,24.667096774193574,584998249.32,99.22,156.8339906144426,Nusa Tenggara Timur,126.2439906144426
5909,D.I. Tanah Raing,2021-06,16.13,0.29100000000000004,22.145666666666695,27.658333333333356,24.40466666666669,535684546.02,78.8,117.6218886349962,Nusa Tenggara Timur,101.4918886349962
5910,D.I. Tanah Raing,2021-07,21.1,0.2651612903225807,21.03193548387099,27.57580645161293,23.78064516129034,587499536.9300001,68.52,102.79036735737103,Nusa Tenggara Timur,81.69036735737103
5911,D.I. Tanah Raing,2021-08,12.47,0.24451612903225806,21.766129032258092,28.195483870967767,24.433548387096796,645015064.97,62.3,95.9659688977756,Nusa Tenggara Timur,83.4959688977756
5912,D.I. Tanah Raing,2021-09,17.330000000000002,0.24033333333333334,22.26333333333336,28.90833333333336,25.000666666666692,679419537.15,68.83,93.71775068794126,Nusa Tenggara Timur,76.38775068794126
5919,D.I. Tanah Raing,2022-04,60.7,0.40066666666666667,22.45200000000002,28.401666666666692,25.08566666666669,651634213.63,139.73,222.16222990311877,Nusa Tenggara Timur,161.46222990311878
5920,D.I. Tanah Raing,2022-05,37.94,0.32967741935483874,22.977741935483888,28.31161290322583,25.269032258064538,599305035.02,118.86,147.56116143467622,Nusa Tenggara Timur,109.62116143467622
5922,D.I. Tanah Raing,2022-07,30.22,0.2841935483870968,20.650645161290345,25.79387096774196,22.83903225806454,540035350.14,103.57,112.92571657266899,Nusa Tenggara Timur,82.70571657266899
5923,D.I. Tanah Raing,2022-08,16.080000000000002,0.25967741935483873,21.15741935483873,27.532903225806475,23.880322580645192,648813725.19,84.11,101.58490154194016,Nusa Tenggara Timur,85.50490154194016
5932,D.I. Tanggik Kompleks,2021-05,18.5,0.2564516129032258,23.987741935483893,30.280967741935505,26.84709677419357,642427762.28,77.67,154.4008522632484,Nusa Tenggara Barat,135.9008522632484
5934,D.I. Tanggik Kompleks,2021-07,20.990000000000002,0.23032258064516128,22.631612903225825,29.29451612903228,25.547741935483902,624705041.96,54.81,121.41970651293278,Nusa Tenggara Barat,100.42970651293277
