,bgn_utm,bulan,presipitasi,sm_smap,tmin,tmax,t,swr,et_era5,irrigation + pres,Provinsi,irigasi
1926,D.I. Dumpil,2021-07,25.02,0.3970967741935484,22.021612903225826,32.22806451612905,26.781290322580666,614464113.5,117.23,149.37332947984444,Jawa Tengah,124.35332947984445
1939,D.I. Dumpil,2022-08,59.38,0.44806451612903225,22.705161290322604,32.07032258064518,27.021290322580665,645241930.39,111.41,205.27928039058233,Jawa Tengah,145.89928039058233
1948,D.I. Gde Bongoh Kompleks,2021-05,33.54,0.22129032258064518,23.293225806451634,30.991612903225832,26.72741935483873,636302564.46,89.0,202.5792453779412,Nusa Tenggara Barat,169.0392453779412
1950,D.I. Gde Bongoh Kompleks,2021-07,32.51,0.20161290322580644,21.6393548387097,29.66000000000003,25.092903225806474,618145076.89,85.3,162.8632756262109,Nusa Tenggara Barat,130.35327562621092
1951,D.I. Gde Bongoh Kompleks,2021-08,35.62,0.1858064516129032,22.252903225806474,30.780967741935502,25.936451612903255,663676440.35,61.14,146.41600763763077,Nusa Tenggara Barat,110.79600763763077
1952,D.I. Gde Bongoh Kompleks,2021-09,48.53,0.17666666666666667,22.871000000000027,30.066666666666688,25.860000000000024,652112500.02,91.01,132.44330016831816,Nusa Tenggara Barat,83.91330016831816
1962,D.I. Gde Bongoh Kompleks,2022-07,36.71,0.19548387096774195,21.633870967741952,28.991612903225832,24.886774193548412,613178345.5,111.04,153.36209656834302,Nusa Tenggara Barat,116.65209656834301
1963,D.I. Gde Bongoh Kompleks,2022-08,38.68,0.21129032258064515,22.348709677419375,30.07000000000003,25.65064516129035,660601597.17,96.66,196.51878874829788,Nusa Tenggara Barat,157.83878874829787
1964,D.I. Gde Bongoh Kompleks,2022-09,61.5,0.20233333333333334,22.837000000000028,29.999666666666695,25.813333333333354,691793356.39,106.91,167.47717667397745,Nusa Tenggara Barat,105.97717667397745
1971,D.I. Gembong,2021-04,108.23,0.433,23.876333333333356,29.579666666666693,26.406333333333365,627485702.96,129.9,271.7392576212401,Jawa Tengah,163.50925762124007
1974,D.I. Gembong,2021-07,28.43,0.3129032258064516,23.266774193548414,30.26741935483873,26.477096774193576,617620560.28,109.14,116.26603247788431,Jawa Tengah,87.83603247788432
1996,D.I. Glapan,2021-05,86.53,0.42806451612903224,23.856774193548407,31.878387096774212,27.51161290322583,595393494.8,119.5,216.36239052536405,Jawa Tengah,129.83239052536405
1998,D.I. Glapan,2021-07,25.11,0.36516129032258066,22.440322580645184,32.39774193548389,27.086129032258086,605796132.24,113.55,140.02891280930132,Jawa Tengah,114.91891280930132
2011,D.I. Glapan,2022-08,65.05,0.40838709677419355,23.35290322580647,32.34548387096776,27.429354838709703,639864441.03,113.33,188.7903721807867,Jawa Tengah,123.74037218078671
2019,D.I. Gondang,2021-04,94.78,0.5013333333333334,24.228666666666694,30.34800000000002,26.87133333333335,592578816.1899999,130.48,256.84126419522505,Jawa Timur,162.06126419522505
2022,D.I. Gondang,2021-07,21.700000000000003,0.3480645161290322,22.877096774193568,31.076451612903252,26.704838709677443,626628169.37,105.49,117.36412372245921,Jawa Timur,95.66412372245921
2023,D.I. Gondang,2021-08,17.0,0.3029032258064516,23.86774193548389,32.486451612903245,27.80548387096777,686157967.06,70.32,110.61560167642207,Jawa Timur,93.61560167642207
2034,D.I. Gondang,2022-07,50.56,0.4209677419354839,23.20451612903228,30.030322580645187,26.282580645161314,588908732.6,123.93,168.0682474607588,Jawa Timur,117.50824746075881
2035,D.I. Gondang,2022-08,24.04,0.4003225806451613,23.602258064516153,31.190645161290348,26.994516129032277,664006977.24,115.11,160.27651036558183,Jawa Timur,136.23651036558184
2036,D.I. Gondang,2022-09,40.519999999999996,0.3496666666666667,24.294000000000025,32.48800000000003,27.917666666666694,644369504.5600001,86.8,121.43604235723137,Jawa Timur,80.91604235723138
2070,D.I. Gung,2021-07,36.39,0.2129032258064516,23.195483870967774,29.998709677419384,26.409677419354857,576088048.84,115.44,160.78816846162505,Jawa Tengah,124.39816846162505
2094,D.I. Gunung Rowo,2021-07,27.22,0.3016129032258064,24.009354838709697,29.977419354838727,26.77032258064518,615855299.6,116.66,111.96619616724462,Jawa Tengah,84.74619616724462
2116,D.I. Haekesak,2021-05,23.23,0.37451612903225806,21.13354838709679,28.79903225806454,24.643225806451635,593255055.63,86.42,174.20775645757732,Nusa Tenggara Timur,150.97775645757733
2117,D.I. Haekesak,2021-06,39.81,0.322,21.19366666666669,28.69100000000002,24.50000000000002,513832746.26,63.86,133.09194044106434,Nusa Tenggara Timur,93.28194044106434
2118,D.I. Haekesak,2021-07,18.72,0.3006451612903226,19.805483870967766,28.813870967741956,23.920322580645184,591783234.88,58.26,117.88205399856568,Nusa Tenggara Timur,99.16205399856568
2119,D.I. Haekesak,2021-08,1.9300000000000002,0.27451612903225814,20.572580645161306,29.617419354838734,24.710000000000022,632903525.09,42.34,105.54672321381318,Nusa Tenggara Timur,103.61672321381317
2120,D.I. Haekesak,2021-09,13.65,0.263,21.76766666666669,30.421333333333347,25.60966666666669,653566715.58,43.52,102.69640044985861,Nusa Tenggara Timur,89.04640044985861
2128,D.I. Haekesak,2022-05,41.32,0.3777419354838709,21.970000000000024,29.330322580645184,25.31064516129035,593982924.01,103.6,181.5291248659412,Nusa Tenggara Timur,140.20912486594122
2130,D.I. Haekesak,2022-07,13.35,0.34483870967741936,19.319032258064535,26.52387096774196,22.519032258064538,562883895.96,101.75,144.48069279896225,Nusa Tenggara Timur,131.13069279896226
2131,D.I. Haekesak,2022-08,9.45,0.3090322580645161,20.079032258064533,28.811935483870993,24.054516129032283,638298398.35,79.36,124.97917305385492,Nusa Tenggara Timur,115.52917305385492
2132,D.I. Haekesak,2022-09,30.97,0.2843333333333333,21.45333333333336,30.54766666666669,25.58466666666669,676789814.75,63.58,118.8862943821618,Nusa Tenggara Timur,87.9162943821618
2140,D.I. Haekto,2021-05,29.29,0.3574193548387097,19.84290322580647,28.150645161290342,23.598387096774218,593529273.77,94.66,130.52764558221836,Nusa Tenggara Timur,101.23764558221836
2143,D.I. Haekto,2021-08,11.02,0.267741935483871,18.830645161290345,29.08064516129035,23.489677419354855,651738408.66,60.61,92.72406503619092,Nusa Tenggara Timur,81.70406503619093
2144,D.I. Haekto,2021-09,6.77,0.25933333333333336,20.08100000000002,30.37966666666669,24.573666666666693,686164120.01,65.53,89.51454484457521,Nusa Tenggara Timur,82.74454484457522
2152,D.I. Haekto,2022-05,44.01,0.3329032258064516,20.769677419354863,29.590322580645186,24.729677419354864,605362608.79,104.19,123.96165935068231,Nusa Tenggara Timur,79.95165935068232
2154,D.I. Haekto,2022-07,41.97,0.35,17.61193548387099,25.48645161290325,21.08451612903228,542746851.27,103.26,122.16395316177949,Nusa Tenggara Timur,80.19395316177949
2155,D.I. Haekto,2022-08,19.38,0.3067741935483871,18.429354838709706,28.432258064516148,22.91967741935486,654598163.58,91.55,107.1955258520979,Nusa Tenggara Timur,87.8155258520979
2156,D.I. Haekto,2022-09,16.810000000000002,0.27866666666666673,19.605666666666693,31.608666666666696,25.01666666666669,714790906.89,75.91,111.29323910079268,Nusa Tenggara Timur,94.48323910079267
2166,D.I. Is Kedung Kandang,2021-07,33.08,0.2432258064516129,19.297096774193573,27.37129032258067,22.985483870967766,576189023.13,111.33,111.08691894998572,Jawa Timur,78.00691894998572
2167,D.I. Is Kedung Kandang,2021-08,27.03,0.19870967741935483,19.953225806451634,27.651612903225832,23.354193548387112,586924021.39,101.43,77.19526387878747,Jawa Timur,50.16526387878747
2178,D.I. Is Kedung Kandang,2022-07,30.79,0.2632258064516129,19.720322580645192,26.85903225806454,22.915161290322597,537364954.28,108.36,136.46574079891718,Jawa Timur,105.67574079891719
2179,D.I. Is Kedung Kandang,2022-08,37.230000000000004,0.25548387096774194,20.056129032258088,27.324516129032286,23.280645161290348,572318863.59,108.57000000000001,143.5866648135399,Jawa Timur,106.3566648135399
2190,D.I. Is Molek,2021-07,34.31,0.2980645161290323,19.157096774193565,26.9593548387097,22.718387096774215,578051677.12,115.95,185.20404288935907,Jawa Timur,150.89404288935907
2191,D.I. Is Molek,2021-08,23.22,0.24935483870967742,19.85387096774195,27.299354838709704,23.128709677419376,589325180.1,103.42,146.63557858908587,Jawa Timur,123.41557858908587
2202,D.I. Is Molek,2022-07,30.52,0.31129032258064515,19.614516129032282,26.67903225806454,22.767741935483883,541903687.6,111.7,200.64144167509372,Jawa Timur,170.1214416750937
2203,D.I. Is Molek,2022-08,37.0,0.31354838709677424,19.978064516129056,27.08032258064518,23.115806451612926,574745895.1,109.28,216.99520697858483,Jawa Timur,179.99520697858483
2204,D.I. Is Molek,2022-09,58.27,0.3126666666666667,20.90133333333335,27.534333333333354,23.60766666666669,593284646.73,111.99,207.97486792918068,Jawa Timur,149.70486792918066
2257,D.I. Jambo Aye Langkahan,2021-02,43.2,0.2928571428571428,23.820357142857166,29.087500000000023,26.55107142857145,606804523.09,116.78,117.08378544156534,Aceh,73.88378544156534
2268,D.I. Jambo Aye Langkahan,2022-01,73.45,0.3325806451612903,23.322903225806474,28.217741935483897,25.73064516129035,565588374.59,125.63,186.6774285022536,Aceh,113.2274285022536
2281,D.I. Jamuan,2021-02,45.54,0.3692857142857143,23.24892857142859,28.787500000000023,25.97535714285716,582596861.07,133.5,114.07111724042585,Aceh,68.53111724042586
2295,D.I. Jamuan,2022-04,42.58,0.40299999999999997,24.206333333333355,29.046333333333358,26.290333333333358,579489944.15,137.31,152.01745207132655,Aceh,109.43745207132655
2310,D.I. Jatiluhur,2021-07,60.82,0.3003225806451613,23.1893548387097,30.520967741935507,26.57290322580647,612220674.8,129.19,157.17974897015415,Jawa Barat,96.35974897015416
2332,D.I. Jatiroto,2021-05,45.32,0.26290322580645165,23.853225806451636,29.254193548387118,26.213225806451636,551848259.98,107.67,116.5016502318855,Jawa Timur,71.1816502318855
2334,D.I. Jatiroto,2021-07,31.57,0.24548387096774194,22.275806451612922,27.800000000000026,24.661612903225826,548611588.02,105.03,99.53512719045595,Jawa Timur,67.96512719045595
2346,D.I. Jatiroto,2022-07,27.61,0.2870967741935484,22.46612903225809,27.467741935483893,24.618387096774214,498929844.14,102.24,139.29576833825743,Jawa Timur,111.68576833825743
2347,D.I. Jatiroto,2022-08,39.42,0.2564516129032258,22.4177419354839,27.80193548387099,24.6835483870968,544038476.21,106.87,116.93765395132928,Jawa Timur,77.51765395132928
2358,D.I. Jejeruk,2021-07,28.57,0.3764516129032258,21.382903225806476,30.432903225806474,25.487741935483893,571737910.67,94.89,170.6468991172998,Jawa Timur,142.0768991172998
2359,D.I. Jejeruk,2021-08,26.67,0.3303225806451613,22.174838709677445,31.21290322580647,26.061612903225832,597544125.15,63.59,131.1686579554874,Jawa Timur,104.49865795548739
2370,D.I. Jejeruk,2022-07,54.089999999999996,0.3951612903225806,21.580967741935506,29.656129032258086,25.184516129032286,536953279.04,107.44,196.34525205272342,Jawa Timur,142.25525205272342
2371,D.I. Jejeruk,2022-08,65.94,0.3703225806451613,21.932580645161316,30.34322580645164,25.500967741935508,581996161.37,101.71,172.20645380418586,Jawa Timur,106.26645380418586
2406,D.I. Jragung,2021-07,25.79,0.26419354838709674,22.28709677419358,32.197096774193575,26.950000000000017,602173278.57,119.96,118.75763859136796,Jawa Tengah,92.96763859136797
2419,D.I. Jragung,2022-08,63.18,0.30709677419354836,23.248709677419377,32.225806451612925,27.33903225806454,632892100.15,118.17,180.98154931063044,Jawa Tengah,117.80154931063043
2428,D.I. Jurang Batu,2021-05,35.8,0.4258064516129032,23.911935483870987,30.94612903225809,27.07548387096777,632331391.7,95.27,177.12409957545987,Nusa Tenggara Barat,141.32409957545985
2430,D.I. Jurang Batu,2021-07,23.0,0.40225806451612905,22.41032258064519,29.799677419354865,25.632903225806473,611806775.77,82.99,152.79580995274316,Nusa Tenggara Barat,129.79580995274316
2431,D.I. Jurang Batu,2021-08,19.47,0.37516129032258067,23.084516129032284,30.65193548387099,26.335806451612928,656876632.82,59.74,138.90689951544547,Nusa Tenggara Barat,119.43689951544548
2432,D.I. Jurang Batu,2021-09,41.38,0.35933333333333334,23.58600000000002,30.230333333333352,26.363666666666692,647351334.36,90.73,130.29049433759536,Nusa Tenggara Barat,88.91049433759537
2442,D.I. Jurang Batu,2022-07,32.05,0.39612903225806456,22.442580645161314,29.148064516129057,25.414193548387125,606975295.76,110.96,148.05778051280504,Nusa Tenggara Barat,116.00778051280504
2443,D.I. Jurang Batu,2022-08,25.200000000000003,0.4019354838709678,23.094193548387118,30.139677419354864,26.09709677419357,654717669.32,92.76,165.18964230564606,Nusa Tenggara Barat,139.98964230564604
2444,D.I. Jurang Batu,2022-09,49.01,0.3943333333333333,23.54966666666669,30.359000000000027,26.40133333333336,685896127.68,100.24,152.2818735115269,Nusa Tenggara Barat,103.2718735115269
2452,D.I. Jurang Sate Hilir,2021-05,39.5,0.3319354838709678,24.04225806451615,30.900322580645184,27.11870967741938,629186545.72,93.14,184.7005290224904,Nusa Tenggara Barat,145.2005290224904
2454,D.I. Jurang Sate Hilir,2021-07,24.630000000000003,0.3090322580645161,22.65096774193551,29.67161290322583,25.667741935483896,609493551.69,87.79,148.3656299697168,Nusa Tenggara Barat,123.7356299697168
2455,D.I. Jurang Sate Hilir,2021-08,16.54,0.28645161290322585,23.29903225806455,30.690645161290348,26.44709677419357,654770589.38,58.82,128.1648970614026,Nusa Tenggara Barat,111.6248970614026
2456,D.I. Jurang Sate Hilir,2021-09,28.09,0.2743333333333334,23.772000000000027,30.136333333333354,26.399000000000026,642951430.19,89.31,117.5390043971711,Nusa Tenggara Barat,89.4490043971711
2466,D.I. Jurang Sate Hilir,2022-07,35.519999999999996,0.3025806451612903,22.722903225806473,29.028387096774228,25.457096774193573,603936913.14,112.0,142.5772137406653,Nusa Tenggara Barat,107.05721374066529
2467,D.I. Jurang Sate Hilir,2022-08,18.62,0.31322580645161285,23.168709677419383,29.894516129032283,26.033870967741965,650334320.53,97.62,167.64195950866412,Nusa Tenggara Barat,149.0219595086641
2468,D.I. Jurang Sate Hilir,2022-09,40.47,0.304,23.59300000000002,30.064666666666692,26.298333333333353,680009556.82,100.94,146.52229828507612,Nusa Tenggara Barat,106.05229828507612
2476,D.I. Jurang Sate Hulu,2021-05,37.17,0.2174193548387097,23.651290322580667,31.070000000000025,27.01483870967745,631932240.62,89.46,193.35737718919492,Nusa Tenggara Barat,156.18737718919493
2478,D.I. Jurang Sate Hulu,2021-07,29.32,0.19806451612903228,22.136129032258083,29.719677419354866,25.394838709677437,614094200.5,91.39,158.44245891191346,Nusa Tenggara Barat,129.12245891191347
2479,D.I. Jurang Sate Hulu,2021-08,26.0,0.1829032258064516,22.823225806451635,30.987096774193567,26.34903225806454,659759705.71,59.26,140.2886728926813,Nusa Tenggara Barat,114.28867289268129
2480,D.I. Jurang Sate Hulu,2021-09,42.489999999999995,0.17433333333333334,23.40000000000002,30.205333333333353,26.21200000000002,645982050.5,89.6,128.9421207233235,Nusa Tenggara Barat,86.45212072332352
2490,D.I. Jurang Sate Hulu,2022-07,40.019999999999996,0.19290322580645164,22.16387096774196,29.140000000000022,25.237096774193574,608517171.56,110.67,150.63198223263169,Nusa Tenggara Barat,110.61198223263169
2491,D.I. Jurang Sate Hulu,2022-08,25.45,0.2064516129032258,22.779677419354858,29.996774193548408,25.864516129032285,654357686.57,100.98,185.6733057373771,Nusa Tenggara Barat,160.2233057373771
2492,D.I. Jurang Sate Hulu,2022-09,59.769999999999996,0.19666666666666668,23.272333333333357,30.022666666666687,26.098333333333358,684021825.95,106.56,158.15396599369143,Nusa Tenggara Barat,98.38396599369143
2500,D.I. K (Setail),2021-05,48.629999999999995,0.3,24.490000000000023,28.35258064516131,26.190967741935506,614180026.96,103.55,195.69630826628782,Jawa Timur,147.06630826628782
2502,D.I. K (Setail),2021-07,33.82,0.2874193548387097,23.83967741935486,27.319677419354857,25.306774193548407,586890212.66,98.13,175.36295137237946,Jawa Timur,141.54295137237946
2503,D.I. K (Setail),2021-08,53.21,0.27,23.58709677419357,27.120645161290344,25.06387096774196,627128860.24,99.29,154.46842162279836,Jawa Timur,101.25842162279835
2514,D.I. K (Setail),2022-07,40.26,0.28354838709677416,23.721612903225832,26.73806451612906,25.001935483870987,576460563.99,114.3,171.23915679861392,Jawa Timur,130.97915679861393
2515,D.I. K (Setail),2022-08,42.01,0.267741935483871,23.355161290322602,27.078064516129057,24.983870967741957,617651579.6899999,99.65,152.32495498377745,Jawa Timur,110.31495498377745
2550,D.I. Kalibawang,2021-07,27.439999999999998,0.2967741935483871,21.525161290322604,27.670967741935513,24.492903225806472,573155937.3,127.10000000000001,152.8327224193058,Daerah Istimewa Yogyakarta,125.39272241930581
2563,D.I. Kalibawang,2022-08,46.46,0.3274193548387097,21.783225806451636,27.245483870967764,24.29870967741938,576537188.52,120.11,214.93506915360098,Daerah Istimewa Yogyakarta,168.47506915360097
2574,D.I. Kaliwadas,2021-07,42.84,0.31354838709677424,23.213548387096793,29.523548387096792,26.25193548387099,580055991.1899999,120.68,151.66569988574014,Jawa Tengah,108.82569988574014
2596,D.I. Kambaniru,2021-05,24.3,0.3461290322580645,23.888387096774213,28.770000000000024,25.983548387096796,604800019.9,91.17999999999999,109.0408325614398,Nusa Tenggara Timur,84.7408325614398
2597,D.I. Kambaniru,2021-06,11.79,0.28966666666666663,23.494666666666692,28.631666666666693,25.65133333333336,556114906.99,65.13,93.43167000016952,Nusa Tenggara Timur,81.64167000016951
2598,D.I. Kambaniru,2021-07,5.4,0.26129032258064516,22.507741935483896,28.808064516129054,25.136129032258086,602516243.3,57.36,87.39269860001423,Nusa Tenggara Timur,81.99269860001422
2599,D.I. Kambaniru,2021-08,0.0,0.2425806451612903,23.312903225806473,29.304838709677448,25.848064516129057,658763937.52,50.86,84.32337520000237,Nusa Tenggara Timur,84.32337520000237
2600,D.I. Kambaniru,2021-09,3.96,0.232,23.933000000000018,30.10600000000002,26.534666666666688,644158082.37,55.24,81.21291908000086,Nusa Tenggara Timur,77.25291908000086
2602,D.I. Kambaniru,2021-11,17.54,0.30833333333333335,24.93900000000002,29.45333333333336,26.855000000000018,655580778.78,120.38,132.06225264338116,Nusa Tenggara Timur,114.52225264338117
2608,D.I. Kambaniru,2022-05,31.09,0.3258064516129032,24.3809677419355,29.235161290322605,26.53193548387099,613354297.59,109.14,107.31161632377628,Nusa Tenggara Timur,76.22161632377627
2609,D.I. Kambaniru,2022-06,40.25,0.29733333333333334,24.04166666666669,28.496000000000024,25.94666666666669,514270147.28999996,83.42999999999999,105.85500472026425,Nusa Tenggara Timur,65.60500472026425
2610,D.I. Kambaniru,2022-07,10.41,0.2896774193548387,22.167741935483892,27.14709677419357,24.268387096774212,568563462.48,88.97,92.17518096019177,Nusa Tenggara Timur,81.76518096019177
2611,D.I. Kambaniru,2022-08,0.0,0.2632258064516129,22.72193548387099,28.89645161290325,25.368709677419375,666875464.85,63.63,89.61376958001543,Nusa Tenggara Timur,89.61376958001543
2612,D.I. Kambaniru,2022-09,12.02,0.246,23.59100000000002,30.429000000000023,26.650000000000023,659167390.35,57.4,91.39873594000328,Nusa Tenggara Timur,79.37873594000328
2614,D.I. Kambaniru,2022-11,20.18,0.3436666666666667,24.703666666666695,29.383666666666695,26.63533333333336,632723598.67,115.18,124.06662438769146,Nusa Tenggara Timur,103.88662438769146
2620,D.I. Kampili,2021-05,63.230000000000004,0.32806451612903226,24.96903225806454,29.591612903225833,27.068709677419378,528799954.13,117.83,264.0484707263228,Sulawesi Selatan,200.8184707263228
2623,D.I. Kampili,2021-08,19.63,0.24129032258064517,24.27129032258067,29.49709677419357,26.710645161290355,568532245.05,121.41,122.2453428191609,Sulawesi Selatan,102.6153428191609
2631,D.I. Kampili,2022-04,105.55,0.3453333333333333,24.726666666666688,28.93266666666669,26.79500000000002,562346791.95,118.5,292.2787853629518,Sulawesi Selatan,186.72878536295178
2635,D.I. Kampili,2022-08,13.19,0.25451612903225806,24.196129032258092,29.45193548387099,26.594516129032282,582013655.02,124.16,131.0865760998084,Sulawesi Selatan,117.89657609980841
2646,D.I. Kamun,2021-07,30.46,0.21580645161290324,22.345161290322604,31.500967741935504,26.643870967741965,589788568.6899999,118.41,90.83671565701728,Jawa Barat,60.37671565701728
2694,D.I. Karangtalun,2021-07,20.64,0.2787096774193549,20.715161290322605,28.693548387096797,24.539677419354856,570631387.74,118.13,169.88618318422672,Daerah Istimewa Yogyakarta,149.2461831842267
2706,D.I. Karangtalun,2022-07,71.07,0.3025806451612903,21.100000000000026,28.276129032258087,24.480645161290344,549136249.73,116.54,216.90306242295915,Daerah Istimewa Yogyakarta,145.83306242295916
2707,D.I. Karangtalun,2022-08,57.53,0.3041935483870968,21.333225806451637,28.299677419354854,24.50645161290325,569034538.72,110.76,232.25230926862633,Daerah Istimewa Yogyakarta,174.72230926862633
2764,D.I. Katon Kompleks,2021-05,27.75,0.3967741935483871,23.63322580645163,30.501612903225826,26.724516129032285,632606778.29,100.77,157.25930876102305,Nusa Tenggara Barat,129.50930876102305
2766,D.I. Katon Kompleks,2021-07,17.740000000000002,0.3709677419354839,22.333225806451637,29.617419354838734,25.550645161290348,609897086.41,75.15,139.78272943697277,Nusa Tenggara Barat,122.04272943697276
2767,D.I. Katon Kompleks,2021-08,11.46,0.34483870967741936,22.89935483870969,29.998387096774216,25.945483870967767,654540737.6899999,65.2,129.10681124169938,Nusa Tenggara Barat,117.64681124169937
2768,D.I. Katon Kompleks,2021-09,48.79,0.33066666666666666,23.39666666666669,29.97266666666669,26.15100000000002,648411851.74,89.51,123.37422283836814,Nusa Tenggara Barat,74.58422283836813
2778,D.I. Katon Kompleks,2022-07,25.81,0.36,22.429354838709703,28.973225806451634,25.294838709677443,605681828.06,102.86,135.74253464819105,Nusa Tenggara Barat,109.93253464819105
2779,D.I. Katon Kompleks,2022-08,14.1,0.3645161290322581,22.888387096774213,29.992580645161315,25.9235483870968,654968586.59,81.88,146.2906306928168,Nusa Tenggara Barat,132.1906306928168
2788,D.I. Katua Kompleks,2021-05,22.11,0.3583870967741935,23.288064516129058,29.09225806451615,25.76483870967744,631686673.9,100.36,140.81922471126023,Nusa Tenggara Barat,118.70922471126023
2789,D.I. Katua Kompleks,2021-06,29.61,0.303,23.152333333333356,29.50633333333336,25.86433333333336,568703149.47,65.11,110.94374003450731,Nusa Tenggara Barat,81.33374003450731
2790,D.I. Katua Kompleks,2021-07,10.86,0.2845161290322581,22.38193548387099,29.52903225806454,25.346774193548413,619261490.19,52.22,99.9843566629593,Nusa Tenggara Barat,89.1243566629593
2791,D.I. Katua Kompleks,2021-08,0.8,0.26129032258064516,22.745806451612925,30.244838709677442,25.914516129032283,680511476.33,48.34,93.94520820137367,Nusa Tenggara Barat,93.14520820137368
2792,D.I. Katua Kompleks,2021-09,37.42,0.26,23.369666666666692,30.586333333333357,26.270333333333358,703306586.69,58.02,97.04187485353731,Nusa Tenggara Barat,59.62187485353731
2800,D.I. Katua Kompleks,2022-05,46.410000000000004,0.3741935483870968,23.989677419354855,29.150000000000023,26.17903225806454,613288451.36,116.38,159.77598145478564,Nusa Tenggara Barat,113.36598145478564
2801,D.I. Katua Kompleks,2022-06,46.79,0.356,23.64966666666669,28.845000000000024,25.78733333333336,549369114.24,92.69,136.7636241464739,Nusa Tenggara Barat,89.9736241464739
2802,D.I. Katua Kompleks,2022-07,15.38,0.3029032258064516,22.338387096774216,28.598064516129057,24.920000000000027,604037531.01,72.47,106.30887209317163,Nusa Tenggara Barat,90.92887209317163
2803,D.I. Katua Kompleks,2022-08,1.4100000000000001,0.3045161290322581,22.444516129032284,29.859354838709702,25.570645161290344,668357172.92,54.85,120.2638071391029,Nusa Tenggara Barat,118.8538071391029
2814,D.I. Kedung Asem,2021-07,29.55,0.32806451612903226,24.1935483870968,28.753548387096796,26.72161290322583,588025580.36,124.87,153.9515000544529,Jawa Tengah,124.40150005445291
2838,D.I. Kedung Putri,2021-07,44.86,0.33999999999999997,21.40161290322583,27.9835483870968,24.564838709677442,566503574.62,122.95,165.78339075914496,Jawa Tengah,120.92339075914497
2851,D.I. Kedung Putri,2022-08,41.07,0.3706451612903226,21.804516129032287,27.56548387096776,24.467419354838736,568315168.82,121.15,226.56296889392226,Jawa Tengah,185.49296889392227
2863,D.I. Kelara Karalloe,2021-08,46.93,0.35645161290322586,24.185483870967765,28.963225806451632,26.19483870967744,589041750.92,110.29,144.9184678793291,Sulawesi Selatan,97.98846787932911
2875,D.I. Kelara Karalloe,2022-08,28.24,0.39322580645161287,23.836451612903247,28.625483870967766,25.88290322580647,613792138.49,115.63,168.18132222475077,Sulawesi Selatan,139.94132222475076
2881,D.I. Kelayang,2021-02,87.74,0.37464285714285717,23.07107142857145,30.18607142857145,26.185000000000027,537283765.66,112.48,220.28662999496385,Riau,132.54662999496384
2886,D.I. Kelayang,2021-07,87.01,0.37129032258064515,23.32064516129035,30.380000000000024,26.37225806451615,542379857.81,120.05,244.5321686421019,Riau,157.52216864210192
2910,D.I. Kelingi Tugu Mulyo,2021-07,70.83,0.33967741935483875,21.660967741935504,29.30870967741938,25.371935483870992,556687672.89,125.82,223.08802279897105,Sumatera Selatan,152.25802279897107
2982,D.I. Klambu,2021-07,26.299999999999997,0.31354838709677424,22.450645161290343,32.1293548387097,26.891612903225834,615614156.67,116.58,121.5784863717249,Jawa Tengah,95.27848637172491
2994,D.I. Klambu,2022-07,93.05,0.40838709677419355,22.444516129032284,30.517741935483894,26.097096774193574,595792529.52,126.82,245.78365537580515,Jawa Tengah,152.73365537580514
3159,D.I. Krueng Tiro,2022-04,82.19,0.3423333333333333,23.016666666666694,28.46733333333336,25.469000000000026,539967960.33,121.04,206.55164334536053,Aceh,124.36164334536053
3174,D.I. Kumbung,2021-07,125.72,0.802258064516129,21.429677419354864,28.514516129032277,24.70225806451616,533736808.12,117.04,356.5792413814607,Sumatera Barat,230.8592413814607
3198,D.I. Kumisik,2021-07,48.540000000000006,0.22645161290322582,22.407096774193565,29.457741935483895,25.68548387096777,570097296.2,116.21000000000001,211.47013580111937,Jawa Tengah,162.93013580111938
3222,D.I. Kupang Krompeng,2021-07,36.24,0.3838709677419355,22.55064516129035,29.063870967741966,25.799032258064535,571253100.0,120.16,172.04311065497598,Jawa Tengah,135.80311065497597
3249,D.I. Ladongi,2021-10,87.13,0.49193548387096775,22.457096774193573,30.184193548387125,25.89903225806454,642728018.13,141.19,219.3753763474901,Sulawesi Tenggara,132.2453763474901
3270,D.I. Lakbok Utara,2021-07,59.05,0.3216129032258065,22.081935483870993,28.12096774193551,24.944838709677445,508934700.45,111.0,188.58848023695705,Jawa Barat,129.53848023695707
3364,D.I. Lekopancing,2021-05,93.09,0.4370967741935484,24.317741935483895,29.641290322580666,26.7809677419355,515302579.15999997,112.22,311.67040155698066,Sulawesi Selatan,218.58040155698066
3365,D.I. Lekopancing,2021-06,79.04,0.38533333333333336,23.835000000000026,29.15466666666669,26.334000000000024,482890485.51,102.86,204.5256214501613,Sulawesi Selatan,125.4856214501613
3366,D.I. Lekopancing,2021-07,92.32000000000001,0.41193548387096773,23.03290322580647,28.729677419354857,25.710967741935512,493663987.05,103.81,242.19514285213245,Sulawesi Selatan,149.87514285213246
3367,D.I. Lekopancing,2021-08,42.94,0.36709677419354836,23.776774193548416,29.26548387096776,26.37451612903228,556278265.87,118.33,184.98162830054173,Sulawesi Selatan,142.04162830054173
3375,D.I. Lekopancing,2022-04,96.56,0.44633333333333336,24.319666666666688,29.09533333333336,26.624000000000027,554689407.05,118.52,315.719814441762,Sulawesi Selatan,219.15981444176202
3378,D.I. Lekopancing,2022-07,76.36,0.42193548387096774,23.55870967741938,28.921935483870993,25.990000000000023,478195455.3,102.65,260.35667854036217,Sulawesi Selatan,183.99667854036215
